NTC FOR REQ SZUR,NOTICE,REQUEST NOTICE SEIZE,False
NTC FORF LIEN,LIEN,LIEN,True
NTC GEO OPT AGREE ET,AGREEMENT,PERMIT,False
NTC GEO PERMIT & OPT,PERMIT,PERMIT,True
NTC GEOPHYSICAL OPT,OPTION,PERMIT,False
NTC GEOPHYSICAL PERM,TERMINATION,PERMIT,False
NTC INTENT CHANGE DO,NAME CHANGE,NOTICE,False
NTC INTENT REVOC CHA,REVOCATION,NOTICE,False
NTC INTENT SELL PROP,COMMUNITY PROPERTY SETTLEMENT,NOTICE,False
NTC INTERDCT,INTERDICTION,INTERDICTION,True
NTC INTERDCT JUDG,JUDGMENT,INTERDICTION,False
NTC INTERDIC,INTERDICTION,INTERDICTION,True
NTC INTERDICT,INTERDICTION,INTERDICTION,True
NTC INTERDICTION,INTERDICTION,INTERDICTION,True
NTC JUDG REVERSE,JUDGMENT,JUDGMENT,True
NTC LEASE OPT,LEASE,LEASE,True
NTC LIEN & PRIV ETC,LIEN,LIEN,True
NTC LIEN & PRIVILEGE,LIEN,LIEN,True
NTC LIEN CHILD SUPPO,LIEN,LIEN,True
NTC LIEN HOLDER,LIEN,LIEN,True
NTC LIEN RIGHTS,LIEN,LIEN,True
NTC LIS PEN/AFF RE I,LIS PENDENS,LIS PENDENS,True
NTC LIS PEND,LIS PENDENS,LIS PENDENS,True
NTC LIS PEND &RE-INS,LIS PENDENS,LIS PENDENS,True
NTC LIS PEND ETC,LIS PENDENS,LIS PENDENS,True
NTC LIS PENDENS,LIS PENDENS,LIS PENDENS,True
NTC LIS PENDENS & CO,LIS PENDENS,LIS PENDENS,True
NTC LIS PENDENS & PL,LIS PENDENS,LIS PENDENS,True
NTC LIS PENDENS & RE,LIS PENDENS,LIS PENDENS,True
NTC LIS PENDENS &RE-,LIS PENDENS,LIS PENDENS,True
NTC LIS PENDENS ETC,LIS PENDENS,LIS PENDENS,True
NTC LIS PENDNS,LIS PENDENS,LIS PENDENS,True
NTC LIS PNDS,LIS PENDENS,LIS PENDENS,True
NTC LS PDS CANC,CANCELLATION-SINGLE,LIS PENDENS,False
NTC LS PNDS,TAX LIEN,LIS PENDENS,False
NTC MOT TO SELL,ORDER,ORDER,True
NTC NAME CHANGE,NAME CHANGE,NAME CHANGE,True
NTC OF ACCEPT,ACCEPTANCE,ACCEPTANCE,True
NTC OF ACCEPTANCE,ACCEPTANCE,ACCEPTANCE,True
NTC OF ADD CHNG,DEPOSIT,NOTICE,False
NTC OF AMEND OGML,AMENDMENT,AMENDMENT,True
NTC OF ASSESSMT,DEPOSIT,NOTICE,False
NTC OF BNKRPTCY,NOTICE,NOTICE,True
NTC OF CHANGE,NAME CHANGE,NOTICE,False
NTC OF CHG AMEND ETC,AMENDMENT,NOTICE,False
NTC OF CLAIMS & ETC,NOTICE,NOTICE,True
NTC OF CNSGNMNT,ASSIGNMENT,NOTICE,False
NTC OF COMMENCEMENT,NOTICE,NOTICE,True
NTC OF COMMNCMNT,NOTICE,NOTICE,True
NTC OF COMPANION SUI,NOTICE,NOTICE,True
NTC OF COMPL,NOTICE,NOTICE,True
NTC OF COMPLETION,NOTICE,NOTICE,True
NTC OF COMPLETITION,NOTICE,NOTICE,True
NTC OF CONTRACT,CONTRACT,CONTRACT,True
NTC OF CONVERSION,NOTICE,NOTICE,True
NTC OF DEFAULT,DEPOSIT,NOTICE,False
NTC OF DEMOLITION,DEPOSIT,NOTICE,False
NTC OF EXC OGML,CORRECTION,OGM FILING,False
NTC OF EXCTN,POWER OF ATTORNEY,NOTICE OF SEIZURE,False
NTC OF EXEC,EXCHANGE,NOTICE OF SEIZURE,False
NTC OF EXEC OGML,CORRECTION,OGM FILING,False
NTC OF EXECTN,NOTICE,NOTICE OF SEIZURE,False
NTC OF EXECU,DEPOSIT,NOTICE OF SEIZURE,False
NTC OF EXECUT,EXCHANGE,NOTICE OF SEIZURE,False
NTC OF EXECUTIN,EXCHANGE,NOTICE OF SEIZURE,False
NTC OF EXECUTIN OF O,PROOF OF CLAIM,NOTICE OF SEIZURE,False
NTC OF EXECUTION,EXCHANGE,NOTICE OF SEIZURE,False
NTC OF EXECUTN,EXCHANGE,NOTICE OF SEIZURE,False
NTC OF EXECUTON,EXCHANGE,NOTICE OF SEIZURE,False
NTC OF EXEUCT,NOTICE,NOTICE OF SEIZURE,False
NTC OF FARMOUT,LEASE,NOTICE,False
NTC OF FILING,UCC-1,NOTICE,False
NTC OF FIX FILE,UCC-1,UCC-1 FIXTURE FILING,False
NTC OF INTENT,JUDGMENT,NOTICE,False
NTC OF INTERDCT,INTERDICTION,INTERDICTION,True
NTC OF INTERDCTION,INTERDICTION,INTERDICTION,True
NTC OF INTERDICTION,INTERDICTION,INTERDICTION,True
NTC OF JOINT OP AGRE,NOTICE,AGREEMENT,False
NTC OF LEASE,OGM LEASE,LEASE,False
NTC OF LEASE AGREE,LEASE,LEASE,True
NTC OF LIEN,LIEN,LIEN,True
NTC OF LIEN & PRIV,LIEN,LIEN,True
NTC OF LIEN CLAIM &,NOTICE,LIEN,False
NTC OF LIS PEND,LIS PENDENS,LIS PENDENS,True
NTC OF LIS PENDENS,LIS PENDENS,LIS PENDENS,True
NTC OF LOAN AGREE,NOTICE,AGREEMENT,False
NTC OF LSE AGREE,LEASE,AGREEMENT,False
NTC OF MINERAL LEASE,OGM FILING,LEASE,False
NTC OF MOVABLE PROP,COMMUNITY PROPERTY SETTLEMENT,NOTICE,False
NTC OF NAME CHG,NAME CHANGE,NAME CHANGE,True
NTC OF OG OWNERS INT,JUDGMENT,NOTICE,False
NTC OF OGL,PROOF OF CLAIM,OGM FILING,False
NTC OF OGML,PROOF OF CLAIM,OGM FILING,False
NTC OF OGML OPT,OPTION,OGM FILING,False
NTC OF OIL PRCH,NOTICE,OGM FILING,False
NTC OF OP AGREE,AGREEMENT,AGREEMENT,True
NTC OF OPERATING AGR,RATIFICATION,AGREEMENT,False
NTC OF OPTION AGREE,OPTION,AGREEMENT,False
NTC OF OPTION TO LSE,OPTION,LEASE,False
NTC OF P/L RW & PLAT,MAP OR PLAT,RIGHT OF WAY,False
NTC OF PEND ACT,NOTICE,LIS PENDENS,False
NTC OF PEND/ACT,NOTICE,LIS PENDENS,False
NTC OF PENDENCY,SUPPLEMENTAL,LIS PENDENS,False
NTC OF PENDENCY OF A,SUPPLEMENTAL,LIS PENDENS,False
NTC OF PERMIT,PERMIT,PERMIT,True
NTC OF PRCH,NOTICE,NOTICE,True
NTC OF PURCHASE,AGREEMENT,NOTICE,False
NTC OF RE INSC,JUDGMENT,REINSCRIPTION,False
NTC OF RE-INSC,REINSCRIPTION,REINSCRIPTION,True
NTC OF REINS,REINSCRIPTION,REINSCRIPTION,True
NTC OF REINSC JUDG,JUDGMENT,REINSCRIPTION,False
NTC OF REINSCPT,REINSCRIPTION,REINSCRIPTION,True
NTC OF REINSCRIP JUD,REINSCRIPTION,REINSCRIPTION,True
NTC OF REINSCRIPT OF,REINSCRIPTION,REINSCRIPTION,True
NTC OF REINSCRIPTION,REINSCRIPTION,REINSCRIPTION,True
NTC OF REINSCRP,REINSCRIPTION,REINSCRIPTION,True
NTC OF RELEASE,RELEASE,RELEASE,True
NTC OF REPOSS,NOTICE OF REPOSSESSION,NOTICE OF REPOSSESSION,True
NTC OF REPOSSESSION,NOTICE OF REPOSSESSION,NOTICE OF REPOSSESSION,True
NTC OF RESGNATN,NOTICE,NOTICE,True
NTC OF RESIGNATION E,NOTICE,NOTICE,True
NTC OF REVIVAL,JUDGMENT,REINSCRIPTION,False
NTC OF SEC INT,NOTICE,NOTICE,True
NTC OF SEIZURE,NOTICE OF SEIZURE,NOTICE OF SEIZURE,True
NTC OF SEP OWNR,NOTICE,NOTICE,True
NTC OF SETTLEMENT &,AGREEMENT ,NOTICE,False
NTC OF SUB COMPL,SUBORDINATION,NOTICE,False
NTC OF SUBST COMPLET,NOTICE,NOTICE,True
NTC OF SZRE,DEPOSIT,NOTICE OF SEIZURE,False
NTC OF SZUR,NOTICE,NOTICE OF SEIZURE,False
NTC OF SZURE,NOTICE OF SEIZURE,NOTICE OF SEIZURE,True
NTC OF TECHNICAL COR,CORRECTION,NOTICE,False
NTC OF TERM OF CONTR,TERMINATION,TERMINATION,True
NTC OF TERM OF LEASE,TERMINATION,TERMINATION,True
NTC OF TERM OF WORK,TERMINATION,TERMINATION,True
NTC OF TERMINATION,TERMINATION,TERMINATION,True
NTC OF TERMN,TERMINATION,TERMINATION,True
NTC OGL,OGM FILING ,OGM FILING,False
NTC OGML,OGM LEASE,OGM FILING,False
NTC OGML OPT,OPTION,OGM FILING,False
NTC OP AGEE ETC,NOTICE,AGREEMENT,False
NTC OP AGEE&ETC,NOTICE,AGREEMENT,False
NTC OP AGR ETC & PLA,MAP OR PLAT,AGREEMENT,False
NTC OP AGREE,AGREEMENT,AGREEMENT,True
NTC OPER AGREE,AGREEMENT,AGREEMENT,True
NTC OPERATING AGREE,AGREEMENT,AGREEMENT,True
NTC OPT GROUND LEASE,OGM LEASE,OPTION,False
NTC OPTION TO LEASE,OPTION,OPTION,True
NTC P/L R/W & PLAT,MAP OR PLAT,RIGHT OF WAY,False
NTC PEND ACTION,NOTICE,LIS PENDENS,False
NTC PEND OF ACT,NOTICE,LIS PENDENS,False
NTC PERMIT & OGML,PERMIT,PERMIT,True
NTC PERMIT ETC,PERMIT,PERMIT,True
NTC PURCHASE,AGREEMENT,NOTICE,False
NTC RE INS JUDG,JUDGMENT,REINSCRIPTION,False
NTC RE INSC,REINSCRIPTION,REINSCRIPTION,True
NTC RE-INSC JUDG,JUDGMENT,REINSCRIPTION,False
NTC RE-INSC JUDICIAL,ADJUDICATION,REINSCRIPTION,False
NTC REINS JUDG,JUDGMENT,REINSCRIPTION,False
NTC REINSC JUDG,REINSCRIPTION,REINSCRIPTION,True
NTC REINSC JUDG ETC,REINSCRIPTION,REINSCRIPTION,True
NTC REINSC JUDG&ETC,REINSCRIPTION,REINSCRIPTION,True
NTC REINSCRIPTION JU,REINSCRIPTION,REINSCRIPTION,True
NTC RESIG & APPT TRU,NOTICE,NOTICE,True
NTC REVIVAL,JUDGMENT,REINSCRIPTION,False
NTC REVOC AGENCY AGR,REVOCATION,REVOCATION,True
NTC SALE & ASSIGN ET,ASSIGNMENT,CASH SALE,False
NTC SEIS PERMIT,PERMIT,PERMIT,True
NTC SEIS PERMIT LSE,PERMIT,PERMIT,True
NTC SEISMIC OPERATIO,NOTICE,PERMIT,False
NTC SEISMIC PERMIT &,NOTICE,PERMIT,False
NTC SEISMIC PERMIT O,NOTICE,PERMIT,False
NTC SEIZURE,NOTICE OF SEIZURE,NOTICE OF SEIZURE,True
NTC STORAGE INFECT M,NOTICE,NOTICE,True
NTC SUB CMPL,SUBORDINATION,NOTICE,False
NTC SUB COMPL,SUBORDINATION,NOTICE,False
NTC SUCSR AGENT & RE,AFFIDAVIT,NOTICE,False
NTC SZURE,NOTICE OF SEIZURE,NOTICE OF SEIZURE,True
NTC TERM,TERMINATION,TERMINATION,True
NTC TERM OF CONT,TERMINATION,TERMINATION,True
NTC TERM OF LSE,TERMINATION,TERMINATION,True
NTC TERM OF TRUST,TERMINATION,TERMINATION,True
NTC TERM OF WK,TERMINATION,TERMINATION,True
NTC TERM OF WORK,TERMINATION,TERMINATION,True
NTC TERM TRUST & REL,TERMINATION,TERMINATION,True
NTC TERM WK,TERMINATION,TERMINATION,True
NTC TERM WORK,TERMINATION,TERMINATION,True
NTC TERM/CERTIF SUB,CERTIFICATE,TERMINATION,False
NTC TO CONDEMN,AFFIDAVIT,NOTICE,False
NTC TO LIEN HLD,LIEN,NOTICE,False
NTC TO LIENHLDR,LIEN,NOTICE,False
NTC TO LIMIT LOAN IN,NOTICE,NOTICE,True
NTC TO PROCEED,NOTICE,NOTICE,True
NTC TO RE-INSC JUDG,JUDGMENT,REINSCRIPTION,False
NTC TO RENEWAL SURFA,OGM FILING,NOTICE,False
NTC TO VACATE,NOTICE,NOTICE,True
NTC/AFF REVOCA,REVOCATION,REVOCATION,True
NTC/AFFID,AFFIDAVIT,AFFIDAVIT,True
NTC/ORDR ETC,ORDINANCE,ORDERE,False
NTCE OF EXECUTN,NOTICE,NOTICE OF SEIZURE,False
NTR ENDR & ASIGN,ASSIGNMENT,ASSIGNMENT,True
NTRL END & ASIGN,NOTICE,ASSIGNMENT,False
NTRL END & ASSGN,ASSIGNMENT,ASSIGNMENT,True
NTRL END & ASSIG,ASSIGNMENT,ASSIGNMENT,True
NUPTIAL AGREE,AGREEMENT,AGREEMENT,True
O & G LEASE,OGM LEASE,OGM FILING,False
O G M L,OGM LEASE,OGM FILING,False
O&G CNVY & SALE,CASH SALE,OGM FILING,False
OATH/ACCEPT/INDENT O,OATH OF OFFICE,OATH OF OFFICE,True
OCRR OR #2-0.2,CORRECTION,ORDER,False
OFFER TO SELL,AGREEMENT,AFFIDAVIT,False
OFFICERS CERTIF,CERTIFICATE,AFFIDAVIT,False
OG & ROYALTY LEASE,OGM LEASE,OGM FILING,False
OG HYDRO LSE,LEASE,OGM FILING,False
OG HYDROCARBON LSE,OGM LEASE,OGM FILING,False
OG LSE,OGM LEASE,OGM FILING,False
OG LSE EXT,LEASE,OGM FILING,False
OG LSE/ ROY DEED,LEASE,OGM FILING,False
OG&M LEASE,OGM LEASE,OGM FILING,False
OGHL,OGM LEASE,OGM FILING,False
OGL,OGM LEASE,OGM FILING,False
OGL & LIMITED ROYALT,POWER OF ATTORNEY,OGM FILING,False
OGL & LTD ROY DEED,OGM LEASE,OGM FILING,False
OGL & LTD ROYALTY DE,OGM ROYALTY,OGM FILING,False
OGL & PLAT,OGM LEASE,OGM FILING,False
OGL & ROY DEED,OGM LEASE,OGM FILING,False
OGL DECL,OGM LEASE,OGM FILING,False
OGL ETC,OGM LEASE,OGM FILING,False
OGL EXTRACT,NOTICE,OGM FILING,False
OGL ROY DEED,OGM LEASE,OGM FILING,False
OGL/LTD ROY DEED,OGM LEASE,OGM FILING,False
OGL/RLTY DEED,CASH SALE,OGM FILING,False
OGL/ROY DEED,OGM LEASE,OGM FILING,False
OGLIGATION PAY INDEB,OGM LEASE,OGM FILING,False
OGLM,OGM LEASE,OGM FILING,False
OGM DEED,OGM LEASE,OGM FILING,False
OGML,OGM LEASE,OGM LEASE,True
OGML & AMEND,OGM LEASE,OGM LEASE,True
OGML & CO LESSORS AG,OGM LEASE,OGM LEASE,True
OGML & CONSENT,OGM LEASE,OGM LEASE,True
OGML & ETC,OGM LEASE,OGM LEASE,True
OGML & ORDER,OGM LEASE,OGM LEASE,True
OGML & P/ATTY,OGM LEASE,OGM LEASE,True
OGML & PLAT,OGM LEASE,OGM LEASE,True
OGML & R/W,OGM LEASE,OGM LEASE,True
OGML & RDO,OGM LEASE,OGM LEASE,True
OGML & ROY DEED,OGM LEASE,OGM LEASE,True
OGML & SUB SERV,OGM LEASE,OGM LEASE,True
OGML & SUB SRV,OGM LEASE,OGM LEASE,True
OGML & SUB SRVC,OGM LEASE,OGM LEASE,True
OGML & SUB SRVT,OGM LEASE,OGM LEASE,True
OGML & SUB SURF R/W,OGM LEASE,OGM LEASE,True
OGML & SUB SURF SERV,OGM LEASE,OGM LEASE,True
OGML & SUB SURF SRVT,OGM LEASE,OGM LEASE,True
OGML & SUB SURFACE R,OGM LEASE,OGM LEASE,True
OGML & SUB SURFACE S,OGM LEASE,OGM LEASE,True
OGML & SUBSURF R/W,OGM LEASE,OGM LEASE,True
OGML & SUBSURFACE R/,OGM LEASE,OGM LEASE,True
OGML & SUBSURFAE R/W,OGM LEASE,OGM LEASE,True
OGML AMEND,OGM LEASE,OGM LEASE,True
OGML CORR/RTF,CORRECTION,OGM LEASE,False
OGML ETC,OGM LEASE,OGM LEASE,True
OGML EXT,OGM LEASE,OGM LEASE,True
OGML EXT & AMEND,OGM LEASE,OGM LEASE,True
OGML EXTENSION,NOTICE,OGM LEASE,False
OGML MEMO,OGM LEASE,OGM LEASE,True
OGML OPT AGREE,OGM LEASE,OGM LEASE,True
OGML OPT ETC,OGM LEASE,OGM LEASE,True
OGML OPTION,OGM LEASE,OGM LEASE,True
OGML P/ATTY,OGM LEASE,OGM LEASE,True
OGML RAT & AMEND,OGM LEASE,OGM LEASE,True
OGML RATIF,OGM LEASE,OGM LEASE,True
OGML&RDO,OGM LEASE,OGM LEASE,True
OGML,,OGM LEASE,OGM LEASE,True
OGML/ P/ATTY,OGM LEASE,OGM LEASE,True
OGML/ ROY DEED,OGM LEASE,OGM LEASE,True
OH ELEC LINE AGR,NOTICE,AGREEMENT,False
OIL & GAS LEASE,LEASE,OGM LEASE,False
OIL & GAS LSE,LEASE,OGM LEASE,False
OIL AND GAS LSE,LEASE,OGM LEASE,False
OIL GAS LEASE,LEASE,OGM LEASE,False
OIL/GAS LEASE,LEASE,OGM LEASE,False
OIL/GAS LSE,LEASE,OGM LEASE,False
OMGL,MORTGAGE,OGM LEASE,False
ONEROUS DONA,DONATION,DONATION,True
ONEROUS DONA INTER V,DONATION,DONATION,True
ONEROUS DONATION,DONATION,DONATION,True
ONEROUS DONATION INT,DONATION,DONATION,True
OP AGREE,AGREEMENT,OPTION,False
OP AGREE R/W & PLAT,RIGHT OF WAY,OPTION,False
OP TO PURCH,AGREEMENT,OPTION,False
OPER & PARTICIPATING,PARTITION,AGREEMENT,False
OPER AGREE,AGREEMENT,AGREEMENT,True
OPER CONT,CONTINUATION,CONTRACT,False
OPERAT AGREE,AGREEMENT,AGREEMENT,True
OPERATING AGREE,AGREEMENT,AGREEMENT,True
OPERATING AGREE & PL,AGREEMENT,AGREEMENT,True
OPERATING AGREEMENT,AGREEMENT,AGREEMENT,True
OPERATNG AGREE,AGREEMENT,AGREEMENT,True
OPINION,NOTICE,ORDER,False
OPT AGREE,AGREEMENT,AGREEMENT,True
OPT AGREE R/W,RIGHT OF WAY,AGREEMENT,False
OPT AGREE R/W & PLAT,RIGHT OF WAY,AGREEMENT,False
OPT R/W & PLAT,OPTION,RIGHT OF WAY,False
OPT TO ACQ LSE,OPTION,OPTION,True
OPT TO ACQ OGML,OPTION,OPTION,True
OPT TO AQ LEASE,OPTION,OPTION,True
OPT TO BUY&SELL,OPTION,OPTION,True
OPT TO LEASE,OPTION,OPTION,True
OPT TO PURCHASE,OPTION,OPTION,True
OPT TO PURCHASE OGL,OPTION,OPTION,True
OPT TO RELEASE,OPTION,OPTION,True
OPTION,OPTION,OPTION,True
OPTION & LSE AGR,LEASE,OPTION,False
OPTION & R/W,OPTION,OPTION,True
OPTION AGREE,OPTION,OPTION,True
OPTION AGREE & R/W,OPTION,OPTION,True
OPTION AGREEMENT,OPTION,OPTION,True
OPTION BUY/SELL,OPTION,OPTION,True
OPTION EXT,OPTION,OPTION,True
OPTION EXTN,OPTION,OPTION,True
OPTION PURCH,OPTION,OPTION,True
OPTION RELEASE,OPTION,OPTION,True
OPTION TO ACQUIRE OG,OPTION,OPTION,True
OPTION TO BUY,OPTION,OPTION,True
OPTION TO LEASE,OPTION,OPTION,True
OPTION TO LSE,OPTION,OPTION,True
OPTION TO PURCH,OPTION,OPTION,True
OPTION TO PURCHASE,OPTION,OPTION,True
OPTION TO PURCHASE &,OPTION,OPTION,True
OPTION TO PURCHASE O,OPTION,OPTION,True
OPTION WAIVER,OPTION,OPTION,True
OPTN TO AQ LEASE,OPTION,OPTION,True
OPTN TO LSE,OPTION,OPTION,True
OPTN TO PURCH,OPTION,OPTION,True
OR,ORDER,ORDER,True
OR # 1049-A,ORDER,ORDER,True
OR # 1049-B,ORDER,ORDER,True
OR # 1049-C,ORDER,ORDER,True
OR # 1140,ORDER,ORDER,True
OR # 1157-C,ORDER,ORDER,True
OR # 1175-A & PLAT,MAP OR PLAT,ORDER,False
OR # 1175-A-1 & PLAT,MAP OR PLAT,ORDER,False
OR # 1193A2,ORDER,ORDER,True
OR # 124-W & PLAT,MAP OR PLAT,ORDER,False
OR # 127-D-8,ORDER,ORDER,True
OR # 132 A 3,ORDER,ORDER,True
OR # 132 E,ORDER,ORDER,True
OR # 132 F,ORDER,ORDER,True
OR # 132 J 1,JUDGMENT,ORDER,False
OR # 132L,ORDER,ORDER,True
OR # 142-B-1,ORDER,ORDER,True
OR # 142-C-4 & PLAT,MAP OR PLAT,ORDER,False
OR # 142-D-1,ORDER,ORDER,True
OR # 142-E,ORDER,ORDER,True
OR # 143-F& PLAT,MAP OR PLAT,ORDER,False
OR # 2-C-7,ORDER,ORDER,True
OR # 2-DD-2,ORDER,ORDER,True
OR # 2-J-4 & PLAT,MAP OR PLAT,ORDER,False
OR # 2-J-5,ORDER,ORDER,True
OR # 2-O-2,ORDER,ORDER,True
OR # 2-S-3,ORDER,ORDER,True
OR # 2-T-1,ORDER,ORDER,True
OR # 209 OF 1984,ORDER,ORDER,True
OR # 26-K-2,ORDER,ORDER,True
OR # 2HH2,ORDER,ORDER,True
OR # 2TT1,ORDER,ORDER,True
OR # 342 OF 1984,ORDER,ORDER,True
OR # 352 D,ORDER,ORDER,True
OR # 38 OF 1981,ORDER,ORDER,True
OR # 39-D-3,ORDER,ORDER,True
OR # 39B20,ORDER,ORDER,True
OR # 4 OF 2011,CANCELLATION-SINGLE,ORDER,False
OR # 479-A-5,ORDER,ORDER,True
OR # 479-B-15 & PLAT,MAP OR PLAT,ORDER,False
OR # 479-B-8,ORDER,ORDER,True
OR # 479-B-9,ORDER,ORDER,True
OR # 479-C-29 & PLAT,MAP OR PLAT,ORDER,False
OR # 479-C-30,ORDER,ORDER,True
OR # 479-C-32,ORDER,ORDER,True
OR # 479-C-33,ORDER,ORDER,True
OR # 479-C-35 & PLAT,MAP OR PLAT,ORDER,False
OR # 479-C-37 & PLAT,MAP OR PLAT,ORDER,False
OR # 479-D-1,ORDER,ORDER,True
OR # 479-L & PLAT,MAP OR PLAT,ORDER,False
OR # 479A7,ORDER,ORDER,True
OR # 491-D-2 & PLAT,MAP OR PLAT,ORDER,False
OR # 5 OF 2011,CANCELLATION-SINGLE,ORDER,False
OR # 590-B-1,ORDER,ORDER,True
OR # 590-E-1,ORDER,ORDER,True
OR # 642 K,ORDER,ORDER,True
OR # 642-CC-1 & PLAT,MAP OR PLAT,ORDER,False
OR # 642R,ORDER,ORDER,True
OR # 65 OF 1990,ORDER,ORDER,True
OR # 652 A,ORDER,ORDER,True
OR # 652 B,ORDER,ORDER,True
OR # 652-A-3 & PLAT,MAP OR PLAT,ORDER,False
OR # 652E,ORDER,ORDER,True
OR # 679-C-6 & PLAT,MAP OR PLAT,ORDER,False
OR # 679-HH-1,ORDER,ORDER,True
OR # 679G1,ORDER,ORDER,True
OR # 679JJ2,ORDER,ORDER,True
OR # 679O2,ORDER,ORDER,True
OR # 687-H-1 & PLAT,MAP OR PLAT,ORDER,False
OR # 687-J & PLAT,MAP OR PLAT,ORDER,False
OR # 745C2,ORDER,ORDER,True
OR # 752F,ORDER,ORDER,True
OR # 753-A,ORDER,ORDER,True
OR # 753-C,ORDER,ORDER,True
OR # 753-F & PLAT,MAP OR PLAT,ORDER,False
OR # 88 OF 2001,ORDER,ORDER,True
OR # 93/2003,CANCELLATION-SINGLE,ORDER,False
OR # 954B,ORDER,ORDER,True
OR # 957-B-2 & PLAT,MAP OR PLAT,ORDER,False
OR # 957-C-3 & PLAT,MAP OR PLAT,ORDER,False
OR # 957-E-1 & PLAT,MAP OR PLAT,ORDER,False
OR #1 OF 1977,ORDER,ORDER,True
OR #101-E3,ORDER,ORDER,True
OR #101-G,ORDER,ORDER,True
OR #101-J,ORDER,ORDER,True
OR #101-J & PLAT,MAP OR PLAT,ORDER,False
OR #1038,ORDER,ORDER,True
OR #1038-A,ORDER,ORDER,True
OR #1038-A-2 & PLAT,MAP OR PLAT,ORDER,False
OR #1038-B & PLAT,MAP OR PLAT,ORDER,False
OR #1038-C & PLAT,MAP OR PLAT,ORDER,False
OR #1049,ORDER,ORDER,True
OR #1049-B,ORDER,ORDER,True
OR #1082,ORDER,ORDER,True
OR #1082-B,ORDER,ORDER,True
OR #1082-D,ORDER,ORDER,True
OR #1110-B,ORDER,ORDER,True
OR #113 OF 1984,ORDER,ORDER,True
OR #1140-1,ORDER,ORDER,True
OR #1140-A,ORDER,ORDER,True
OR #1141,ORDER,ORDER,True
OR #1141-A,ORDER,ORDER,True
OR #115 OF 1981,ORDER,ORDER,True
OR #1157-B,ORDER,ORDER,True
OR #1157A,ORDER,ORDER,True
OR #1175-A-1 & PLAT,MAP OR PLAT,ORDER,False
OR #1193,ORDER,ORDER,True
OR #1193 A,ORDER,ORDER,True
OR #1193-A,ORDER,ORDER,True
OR #1193-A-7 & PLAT,MAP OR PLAT,ORDER,False
OR #1210,ORDER,ORDER,True
OR #1216,ORDER,ORDER,True
OR #1216 PLAT,MAP OR PLAT,ORDER,False
OR #1216-A,ORDER,ORDER,True
OR #122 OF 1977,ORDER,ORDER,True
OR #124-A-1,ORDER,ORDER,True
OR #124-G,ORDER,ORDER,True
OR #124-H,ORDER,ORDER,True
OR #124-J,ORDER,ORDER,True
OR #124-K,ORDER,ORDER,True
OR #124-L,ORDER,ORDER,True
OR #124-M,ORDER,ORDER,True
OR #124-N,ORDER,ORDER,True
OR #124-T-1 & PLAT,MAP OR PLAT,ORDER,False
OR #124-W-2 & PLAT,MAP OR PLAT,ORDER,False
OR #124-X & PLAT,MAP OR PLAT,ORDER,False
OR #124-Y & PLAT,MAP OR PLAT,ORDER,False
OR #124FL,RELEASE,ORDER,False
OR #127- D-8,ORDER,ORDER,True
OR #132-A-2,ORDER,ORDER,True
OR #132-C,ORDER,ORDER,True
OR #132-N & PLAT,MAP OR PLAT,ORDER,False
OR #132-N&PLAT,MAP OR PLAT,ORDER,False
OR #132G,ORDER,ORDER,True
OR #137-D,ORDER,ORDER,True
OR #140 1986,ORDER,ORDER,True
OR #142 D 2,ORDER,ORDER,True
OR #142-C-5 & PLAT,MAP OR PLAT,ORDER,False
OR #142-D-4,ORDER,ORDER,True
OR #143-2,ORDER,ORDER,True
OR #143-B-1,ORDER,ORDER,True
OR #143-B-2,ORDER,ORDER,True
OR #143-B-3,ORDER,ORDER,True
OR #143-B-4 & PLAT,MAP OR PLAT,ORDER,False
OR #143-C-1,UCC-1,ORDER,False
OR #143-C-2,ORDER,ORDER,True
OR #143-C-3 & PLAT,MAP OR PLAT,ORDER,False
OR #143-E & PLAT,MAP OR PLAT,ORDER,False
OR #143-F-1 & PLAT,MAP OR PLAT,ORDER,False
OR #143-F-3 & PLAT,MAP OR PLAT,ORDER,False
OR #143-F-4 & PLAT,MAP OR PLAT,ORDER,False
OR #143-F-5 & PLAT,MAP OR PLAT,ORDER,False
OR #143-F-6 & PLAT,MAP OR PLAT,ORDER,False
OR #143-G,ORDER,ORDER,True
OR #143-H,ORDER,ORDER,True
OR #143-J,ORDER,ORDER,True
OR #1448-C-2 & PLAT,MAP OR PLAT,ORDER,False
OR #1448-D & PLAT,MAP OR PLAT,ORDER,False
OR #1448-E & PLAT,MAP OR PLAT,ORDER,False
OR #1448-F & PLAT,MAP OR PLAT,ORDER,False
OR #150 OF 1982,ORDER,ORDER,True
OR #156 OF 1983,ORDER,ORDER,True
OR #167A 1985,ORDER,ORDER,True
OR #172A OF 1980,ORDER,ORDER,True
OR #2 OF 1977,ORDER,ORDER,True
OR #2 SS,ORDER,ORDER,True
OR #2 TT,ORDER,ORDER,True
OR #2 UU PLAT,MAP OR PLAT,ORDER,False
OR #2 VV,ORDER,ORDER,True
OR #2-0-4,ORDER,ORDER,True
OR #2-AA SUPPLE,SUPPLEMENTAL,ORDER,False
OR #2-AA-2,ORDER,ORDER,True
OR #2-AA-3,ORDER,ORDER,True
OR #2-AA-4,ORDER,ORDER,True
OR #2-BB-1,ORDER,ORDER,True
